,Series Name,Description,Frequency,Start,End
23073,FR762152003.Q,U.S.-chartered depository institutions; federal funds; liability,Q,06-30-2012,06-30-2015
23074,FR763013000.A,U.S.-chartered depository institutions; balances due from Federal Reserve Banks; asset (Call Report),A,12-31-1946,12-31-2014
23075,FR763013000.Q,U.S.-chartered depository institutions; balances due from Federal Reserve Banks; asset (Call Report),Q,12-31-1946,06-30-2015
23076,FR763013095.A,U.S.-chartered depository institutions; depository institution reserves (check of Call Report vs monetary authority); asset,A,12-31-1946,12-31-2014
23077,FR763013095.Q,U.S.-chartered depository institutions; depository institution reserves (check of Call Report vs monetary authority); asset,Q,12-31-1946,06-30-2015
23078,FR763020000.A,U.S.-chartered depository institutions; cash and balances due from depository institutions; asset (Call Report),A,12-31-1946,12-31-2014
23079,FR763020000.Q,U.S.-chartered depository institutions; cash and balances due from depository institutions; asset (Call Report),Q,12-31-1946,06-30-2015
23080,FR763022000.A,U.S.-chartered depository institutions; cash items in process of collection; asset,A,12-31-1946,12-31-2014
23081,FR763022000.Q,U.S.-chartered depository institutions; cash items in process of collection; asset,Q,12-31-1946,06-30-2015
23082,FR763040013.A,U.S.-chartered depository institutions; life insurance reserves (general account); asset,A,12-31-1946,12-31-2014
23083,FR763040013.Q,U.S.-chartered depository institutions; life insurance reserves (general account); asset,Q,12-31-1946,06-30-2015
23084,FR763040023.A,U.S.-chartered depository institutions; life insurance reserves (separate account); asset,A,12-31-1946,12-31-2014
23085,FR763040023.Q,U.S.-chartered depository institutions; life insurance reserves (separate account); asset,Q,12-31-1946,06-30-2015
23086,FR763061703.A,"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding mortgage pass-through securities; asset",A,12-31-1946,12-31-2014
23087,FR763061703.Q,"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding mortgage pass-through securities; asset",Q,12-31-1946,06-30-2015
23088,FR763063003.A,U.S.-chartered depository institutions; corporate and foreign bonds; asset (Call Report),A,12-31-1946,12-31-2014
23089,FR763063003.Q,U.S.-chartered depository institutions; corporate and foreign bonds; asset (Call Report),Q,12-31-1946,06-30-2015
23090,FR763064005.A,U.S.-chartered depository institutions; corporate equities and mutual fund shares; asset,A,12-31-1946,12-31-2014
23091,FR763064005.Q,U.S.-chartered depository institutions; corporate equities and mutual fund shares; asset,Q,12-31-1946,06-30-2015
23092,FR763064103.A,"U.S.-chartered depository institutions; corporate equities, including Federal Reserve stock and equity in GSEs; asset",A,12-31-1946,12-31-2014
23093,FR763064103.Q,"U.S.-chartered depository institutions; corporate equities, including Federal Reserve stock and equity in GSEs; asset",Q,12-31-1946,06-30-2015
23094,FR763065100.A,U.S.-chartered depository institutions; home mortgages; asset (Call Report),A,12-31-1946,12-31-2014
23095,FR763065100.Q,U.S.-chartered depository institutions; home mortgages; asset (Call Report),Q,12-31-1946,06-30-2015
23096,FR763065143.A,U.S.-chartered depository institutions; securitized 1-4 family residential loans; asset (Call Report; consolidated),A,12-31-1947,12-31-2014
23097,FR763065143.Q,U.S.-chartered depository institutions; securitized 1-4 family residential loans; asset (Call Report; consolidated),Q,12-31-1947,06-30-2015
23098,FR763065183.A,U.S.-chartered depository institutions; construction loans on one-to-four family homes; asset,A,12-31-1946,12-31-2014
23099,FR763065183.Q,U.S.-chartered depository institutions; construction loans on one-to-four family homes; asset,Q,12-31-1946,06-30-2015
23100,FR763065203.A,U.S.-chartered depository institutions; home equity lines of credit; asset,A,12-31-1990,12-31-2014
23101,FR763065203.Q,U.S.-chartered depository institutions; home equity lines of credit; asset,Q,03-31-1990,06-30-2015
23102,FR763065243.A,U.S.-chartered depository institutions; securitized home equity lines of credit; asset (Call Report; consolidated),A,12-31-1947,12-31-2014
23103,FR763065243.Q,U.S.-chartered depository institutions; securitized home equity lines of credit; asset (Call Report; consolidated),Q,12-31-1947,06-30-2015
23104,FR763065303.A,U.S.-chartered depository institutions; home mortgages secured by junior liens; asset,A,12-31-1991,12-31-2014
23105,FR763065303.Q,U.S.-chartered depository institutions; home mortgages secured by junior liens; asset,Q,03-31-1991,06-30-2015
23106,FR763065600.A,U.S.-chartered depository institutions; farm mortgages; asset (Call Report),A,12-31-1946,12-31-2014
23107,FR763065600.Q,U.S.-chartered depository institutions; farm mortgages; asset (Call Report),Q,12-31-1946,06-30-2015
23108,FR763066095.A,U.S.-chartered depository institutions; consumer credit check (Call Report vs HREF); asset,A,12-31-1946,12-31-2014
23109,FR763066095.Q,U.S.-chartered depository institutions; consumer credit check (Call Report vs HREF); asset,Q,12-31-1946,06-30-2015
23110,FR763066105.A,U.S.-chartered depository institutions; revolving consumer credit; asset,A,12-31-1946,12-31-2014
23111,FR763066105.Q,U.S.-chartered depository institutions; revolving consumer credit; asset,Q,12-31-1946,06-30-2015
23112,FR763066113.A,"U.S.-chartered depository institutions; consumer credit, credit cards; asset ",A,12-31-1946,12-31-2014
23113,FR763066113.Q,"U.S.-chartered depository institutions; consumer credit, credit cards; asset ",Q,12-31-1946,06-30-2015
23114,FR763066143.A,"U.S.-chartered depository institutions; consumer credit, securitized credit card receivables; asset (Call Report; consolidated)",A,12-31-1947,12-31-2014
23115,FR763066143.Q,"U.S.-chartered depository institutions; consumer credit, securitized credit card receivables; asset (Call Report; consolidated)",Q,12-31-1947,06-30-2015
23116,FR763066205.A,"U.S.-chartered depository institutions; consumer credit, other consumer loans; asset",A,12-31-1946,12-31-2014
23117,FR763066205.Q,"U.S.-chartered depository institutions; consumer credit, other consumer loans; asset",Q,12-31-1946,06-30-2015
23118,FR763066243.A,"U.S.-chartered depository institutions; consumer credit, securitized other consumer loans; asset (Call Report; consolidated)",A,12-31-1947,12-31-2014
23119,FR763066243.Q,"U.S.-chartered depository institutions; consumer credit, securitized other consumer loans; asset (Call Report; consolidated)",Q,12-31-1947,06-30-2015
23120,FR763066403.A,"U.S.-chartered depository institutions; consumer credit, auto loans; asset",A,12-31-1946,12-31-2014
23121,FR763066403.Q,"U.S.-chartered depository institutions; consumer credit, auto loans; asset",Q,12-31-1946,06-30-2015
23122,FR763066443.A,"U.S.-chartered depository institutions; consumer credit, securitized auto loans; asset (Call Report; consolidated)",A,12-31-1947,12-31-2014
23123,FR763066443.Q,"U.S.-chartered depository institutions; consumer credit, securitized auto loans; asset (Call Report; consolidated)",Q,12-31-1947,06-30-2015
23124,FR763066503.A,"U.S.-chartered depository institutions; revolving consumer credit, other than credit cards; asset",A,12-31-1946,12-31-2014
23125,FR763066503.Q,"U.S.-chartered depository institutions; revolving consumer credit, other than credit cards; asset",Q,12-31-1946,06-30-2015
23126,FR763066673.A,U.S.-chartered depository institutions; consumer loans adjustment for Banc One reclassification; asset,A,12-31-1946,12-31-2014
23127,FR763066673.Q,U.S.-chartered depository institutions; consumer loans adjustment for Banc One reclassification; asset,Q,12-31-1946,06-30-2015
23128,FR763066760.A,U.S.-chartered depository institutions; loans to individuals; asset,A,12-31-1946,12-31-2014
23129,FR763066760.Q,U.S.-chartered depository institutions; loans to individuals; asset,Q,12-31-1946,06-30-2015
23130,FR763067003.A,U.S.-chartered depository institutions; loans for purchasing or carrying securities; asset,A,12-31-1946,12-31-2014
23131,FR763067003.Q,U.S.-chartered depository institutions; loans for purchasing or carrying securities; asset,Q,12-31-1946,06-30-2015
23132,FR763068030.A,U.S.-chartered depository institutions; depository institution loans n.e.c. to farm business; asset,A,12-31-1946,12-31-2014
23133,FR763068030.Q,U.S.-chartered depository institutions; depository institution loans n.e.c. to farm business; asset,Q,12-31-1946,06-30-2015
23134,FR763068105.A,U.S.-chartered depository institutions; depository institution loans n.e.c. to nonfinancial business; asset ,A,12-31-1946,12-31-2014
23135,FR763068105.Q,U.S.-chartered depository institutions; depository institution loans n.e.c. to nonfinancial business; asset ,Q,12-31-1946,06-30-2015
23136,FR763068110.A,U.S.-chartered depository institutions; commercial and industrial loans to U.S. addressees; asset,A,12-31-1946,12-31-2014
23137,FR763068110.Q,U.S.-chartered depository institutions; commercial and industrial loans to U.S. addressees; asset,Q,12-31-1946,06-30-2015
23138,FR763068123.A,U.S.-chartered depository institutions; commercial and industrial loans to foreign addressees; asset,A,12-31-1946,12-31-2014
23139,FR763068123.Q,U.S.-chartered depository institutions; commercial and industrial loans to foreign addressees; asset,Q,12-31-1946,06-30-2015
23140,FR763068130.A,U.S.-chartered depository institutions; business leases; asset (Call Report; consolidated),A,12-31-1952,12-31-2014
23141,FR763068130.Q,U.S.-chartered depository institutions; business leases; asset (Call Report; consolidated),Q,03-31-1952,06-30-2015
23142,FR763068143.A,U.S.-chartered depository institutions; securitized commercial and industrial loans (Call Report; consolidated),A,12-31-1947,12-31-2014
23143,FR763068143.Q,U.S.-chartered depository institutions; securitized commercial and industrial loans (Call Report; consolidated),Q,12-31-1947,06-30-2015
23144,FR763068200.A,U.S.-chartered depository institutions; other bank loans; asset ,A,12-31-1946,12-31-2014
23145,FR763068200.Q,U.S.-chartered depository institutions; other bank loans; asset ,Q,12-31-1946,06-30-2015
23146,FR763068243.A,U.S.-chartered depository institutions; securitized other bank loans and leases; assets (Call Report; consolidated),A,12-31-1947,12-31-2014
23147,FR763068243.Q,U.S.-chartered depository institutions; securitized other bank loans and leases; assets (Call Report; consolidated),Q,12-31-1947,06-30-2015
23148,FR763068463.A,U.S.-chartered depository institutions; depository institution loans n.e.c. to foreign official institutions; asset,A,12-31-1946,12-31-2014
23149,FR763068463.Q,U.S.-chartered depository institutions; depository institution loans n.e.c. to foreign official institutions; asset,Q,12-31-1946,06-30-2015
23150,FR763068473.A,U.S.-chartered depository institutions; depository institution loans n.e.c. to foreign banks; asset,A,12-31-1946,12-31-2014
23151,FR763068473.Q,U.S.-chartered depository institutions; depository institution loans n.e.c. to foreign banks; asset,Q,12-31-1946,06-30-2015
23152,FR763069103.A,U.S.-chartered depository institutions; commercial paper; asset,A,12-31-1946,12-31-2014
23153,FR763069103.Q,U.S.-chartered depository institutions; commercial paper; asset,Q,12-31-1946,06-30-2015
23154,FR763069603.A,U.S.-chartered depository institutions; bankers' acceptances; asset,A,12-31-1946,12-31-2014
23155,FR763069603.Q,U.S.-chartered depository institutions; bankers' acceptances; asset,Q,12-31-1946,06-30-2015
23156,FR763081005.A,U.S.-chartered depository institutions; equity and investment fund shares; asset (IMA),A,12-31-1946,12-31-2014
23157,FR763081005.Q,U.S.-chartered depository institutions; equity and investment fund shares; asset (IMA),Q,12-31-1946,06-30-2015
23158,FR763092603.A,U.S.-chartered depository institutions; interbank transactions due from foreign affiliates; asset,A,12-31-1946,12-31-2014
23159,FR763092603.Q,U.S.-chartered depository institutions; interbank transactions due from foreign affiliates; asset,Q,12-31-1946,06-30-2015
23160,FR763092610.A,"U.S.-chartered depository institutions; net due from own foreign offices, edge and agreement subsidiaries, and IBFs; asset (Call Report)",A,12-31-1952,12-31-2014
23161,FR763092610.Q,"U.S.-chartered depository institutions; net due from own foreign offices, edge and agreement subsidiaries, and IBFs; asset (Call Report)",Q,03-31-1952,06-30-2015
23162,FR763120700.A,U.S.-chartered depository institutions; transaction deposits due to depository institutions in the U.S.; liability,A,12-31-1946,12-31-2014
23163,FR763120700.Q,U.S.-chartered depository institutions; transaction deposits due to depository institutions in the U.S.; liability,Q,12-31-1946,06-30-2015
23164,FR763123020.A,U.S.-chartered depository institutions; transaction deposits due to the federal government; liability,A,12-31-1946,12-31-2014
23165,FR763123020.Q,U.S.-chartered depository institutions; transaction deposits due to the federal government; liability,Q,12-31-1946,06-30-2015
23166,FR763123030.A,U.S.-chartered depository institutions; demand notes issued to Treasury; liability,A,12-31-1952,12-31-2014
23167,FR763123030.Q,U.S.-chartered depository institutions; demand notes issued to Treasury; liability,Q,03-31-1952,06-30-2015
23168,FR763126000.A,U.S.-chartered depository institutions; total transaction accounts; liability,A,12-31-1946,12-31-2014
23169,FR763126000.Q,U.S.-chartered depository institutions; total transaction accounts; liability,Q,12-31-1946,06-30-2015
23170,FR763128000.A,"U.S.-chartered depository institutions; transaction deposits due to the state and local governments, including state and local government employee retirement funds; liability",A,12-31-1946,12-31-2014
23171,FR763128000.Q,"U.S.-chartered depository institutions; transaction deposits due to the state and local governments, including state and local government employee retirement funds; liability",Q,12-31-1946,06-30-2015
23172,FR763129993.A,U.S.-chartered depository institutions; special cash items bias correction for deposits; liability,A,12-31-1946,12-31-2014
23173,FR763129993.Q,U.S.-chartered depository institutions; special cash items bias correction for deposits; liability,Q,12-31-1946,06-30-2015
23174,FR763130005.A,"U.S.-chartered depository institutions, including IBFs; total time and savings deposits; liability",A,12-31-1946,12-31-2014
23175,FR763130005.Q,"U.S.-chartered depository institutions, including IBFs; total time and savings deposits; liability",Q,12-31-1946,06-30-2015
23176,FR763130100.A,U.S.-chartered depository institutions; total nontransaction deposits; liability,A,12-31-1946,12-31-2014
23177,FR763130100.Q,U.S.-chartered depository institutions; total nontransaction deposits; liability,Q,12-31-1946,06-30-2015
23178,FR763130703.A,U.S.-chartered depository institutions; nontransaction deposits due to depository institutions in the U.S.; liability,A,12-31-1946,12-31-2014
23179,FR763130703.Q,U.S.-chartered depository institutions; nontransaction deposits due to depository institutions in the U.S.; liability,Q,12-31-1946,06-30-2015
23180,FR763135000.A,U.S.-chartered depository institutions; large time deposits; liability (Call Report),A,12-31-1946,12-31-2014
23181,FR763135000.Q,U.S.-chartered depository institutions; large time deposits; liability (Call Report),Q,12-31-1946,06-30-2015
23182,FR763135265.A,U.S.-chartered depository institutions; large time deposits due to rest of the world; liability,A,12-31-1946,12-31-2014
23183,FR763135265.Q,U.S.-chartered depository institutions; large time deposits due to rest of the world; liability,Q,12-31-1946,06-30-2015
23184,FR763163303.A,U.S.-chartered depository institutions; other borrowed money; liability (Call Report),A,12-31-1946,12-31-2014
23185,FR763163303.Q,U.S.-chartered depository institutions; other borrowed money; liability (Call Report),Q,12-31-1946,06-30-2015
23186,FR763163403.A,U.S.-chartered depository institutions; subordinated notes and debentures; liability (Call Report),A,12-31-1946,12-31-2014
23187,FR763163403.Q,U.S.-chartered depository institutions; subordinated notes and debentures; liability (Call Report),Q,12-31-1946,06-30-2015
23188,FR763163603.A,U.S.-chartered depository institutions; asset-backed corporate bonds; liability ,A,12-31-1946,12-31-2014
23189,FR763163603.Q,U.S.-chartered depository institutions; asset-backed corporate bonds; liability ,Q,12-31-1946,06-30-2015
23190,FR763169330.A,U.S.-chartered depository institutions; FHLB advances; liability,A,12-31-1946,12-31-2014
23191,FR763169330.Q,U.S.-chartered depository institutions; FHLB advances; liability,Q,12-31-1946,06-30-2015
23192,FR763169335.A,U.S.-chartered depository institutions; FHLB advances (residual); liability,A,12-31-1946,12-31-2014
23193,FR763169335.Q,U.S.-chartered depository institutions; FHLB advances (residual); liability,Q,12-31-1946,06-30-2015
23194,FR763169383.A,U.S.-chartered depository institutions; Sallie Mae warehousing advances; liability,A,12-31-1946,12-31-2014
23195,FR763169383.Q,U.S.-chartered depository institutions; Sallie Mae warehousing advances; liability,Q,12-31-1946,06-30-2015
23196,FR763169395.A,U.S.-chartered depository institutions; FHLB advances (check); liability,A,12-31-1946,12-31-2014
23197,FR763169395.Q,U.S.-chartered depository institutions; FHLB advances (check); liability,Q,12-31-1946,06-30-2015
23198,FR763181005.A,U.S.-chartered depository institutions; equity and investment fund shares; liability (IMA),A,12-31-1946,12-31-2014
23199,FR763181005.Q,U.S.-chartered depository institutions; equity and investment fund shares; liability (IMA),Q,12-31-1946,06-30-2015
23200,FR763192603.A,U.S.-chartered depository institutions; interbank transactions due to foreign affiliates; liability,A,12-31-1946,12-31-2014
23201,FR763192603.Q,U.S.-chartered depository institutions; interbank transactions due to foreign affiliates; liability,Q,12-31-1946,06-30-2015
23202,FR763192613.A,"U.S.-chartered depository institutions; net due to own foreign offices, edge and agreement subsidiaries, and IBFs; liability (Call Report)",A,12-31-1946,12-31-2014
23203,FR763192613.Q,"U.S.-chartered depository institutions; net due to own foreign offices, edge and agreement subsidiaries, and IBFs; liability (Call Report)",Q,12-31-1946,06-30-2015
23204,FR763194733.A,"U.S.-chartered depository institutions; net transactions due to holding companies, including foreign bank subsidiaries; liability",A,12-31-1946,12-31-2014
23205,FR763194733.Q,"U.S.-chartered depository institutions; net transactions due to holding companies, including foreign bank subsidiaries; liability",Q,12-31-1946,06-30-2015
23206,FR764004005.A,U.S.-chartered depository institutions; debt securities and loans; asset,A,12-31-1946,12-31-2014
23207,FR764004005.Q,U.S.-chartered depository institutions; debt securities and loans; asset,Q,12-31-1946,06-30-2015
23208,FR764016203.A,U.S.-chartered depository institutions; deposits at foreign banks; asset,A,12-31-1946,12-31-2014
23209,FR764016203.Q,U.S.-chartered depository institutions; deposits at foreign banks; asset,Q,12-31-1946,06-30-2015
23210,FR764035005.A,U.S.-chartered depository institutions; total loans including security repurchase agreements; asset ,A,12-31-1946,12-31-2014
23211,FR764035005.Q,U.S.-chartered depository institutions; total loans including security repurchase agreements; asset ,Q,12-31-1946,06-30-2015
23212,FR764035763.A,U.S.-chartered depository institutions; loans to depository institutions; asset (Call Report) ,A,12-31-1946,12-31-2014
23213,FR764035763.Q,U.S.-chartered depository institutions; loans to depository institutions; asset (Call Report) ,Q,12-31-1946,06-30-2015
23214,FR764041005.A,U.S.-chartered depository institutions; short-term loans including security repurchase agreements; asset,A,12-31-1946,12-31-2014
23215,FR764041005.Q,U.S.-chartered depository institutions; short-term loans including security repurchase agreements; asset,Q,12-31-1946,06-30-2015
23216,FR764090760.A,U.S.-chartered depository institutions; total assets (Call Report),A,12-31-1946,12-31-2014
23217,FR764090760.Q,U.S.-chartered depository institutions; total assets (Call Report),Q,12-31-1946,06-30-2015
23218,FR764104005.A,U.S.-chartered depository institutions; debt securities and loans; liability,A,12-31-1946,12-31-2014
23219,FR764104005.Q,U.S.-chartered depository institutions; debt securities and loans; liability,Q,12-31-1946,06-30-2015
23220,FR764141005.A,U.S.-chartered depository institutions; short-term loans including repurchase agreements; liability,A,12-31-1946,12-31-2014
23221,FR764141005.Q,U.S.-chartered depository institutions; short-term loans including repurchase agreements; liability,Q,12-31-1946,06-30-2015
23222,FR765000005.A,U.S.-chartered depository institutions; net lending (+) or borrowing (-) (financial account),A,12-31-1946,12-31-2014
23223,FR765000005.Q,U.S.-chartered depository institutions; net lending (+) or borrowing (-) (financial account),Q,12-31-1946,06-30-2015
23224,FR765013105.A,"U.S.-chartered depository institutions; fixed assets, book value",A,12-31-1946,12-31-2014
23225,FR765013105.Q,"U.S.-chartered depository institutions; fixed assets, book value",Q,12-31-1946,06-30-2015
23226,FR765013143.A,"U.S.-chartered depository institutions; premises and fixed assets, book value",A,12-31-1946,12-31-2014
23227,FR765013143.Q,"U.S.-chartered depository institutions; premises and fixed assets, book value",Q,12-31-1946,06-30-2015
23228,FR765013153.A,"U.S.-chartered depository institutions; other real estate owned, book value",A,12-31-1946,12-31-2014
23229,FR765013153.Q,"U.S.-chartered depository institutions; other real estate owned, book value",Q,12-31-1946,06-30-2015
23230,FR765013265.A,"U.S.-chartered depository institutions; nonresidential equipment, current cost basis",A,12-31-1946,12-31-2014
23231,FR765013265.Q,"U.S.-chartered depository institutions; nonresidential equipment, current cost basis",Q,12-31-1946,06-30-2015
23232,FR765013365.A,"U.S.-chartered depository institutions; nonresidential software, current cost basis",A,12-31-1946,12-31-2014
23233,FR765013365.Q,"U.S.-chartered depository institutions; nonresidential software, current cost basis",Q,12-31-1946,06-30-2015
23234,FR765013465.A,"U.S.-chartered depository institutions; nonresidential research and development, current cost basis",A,12-31-1946,12-31-2014
23235,FR765013465.Q,"U.S.-chartered depository institutions; nonresidential research and development, current cost basis",Q,12-31-1946,06-30-2015
23236,FR765013565.A,"U.S.-chartered depository institutions; nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1946,12-31-2014
23237,FR765013565.Q,"U.S.-chartered depository institutions; nonresidential entertainment, literary, and artistic originals, current cost basis",Q,12-31-1946,06-30-2015
23238,FR765013665.A,"U.S.-chartered depository institutions; nonresidential structures, current cost basis",A,12-31-1946,12-31-2014
23239,FR765013665.Q,"U.S.-chartered depository institutions; nonresidential structures, current cost basis",Q,12-31-1946,06-30-2015
23240,FR765080003.A,U.S.-chartered depository institutions; equity capital,A,12-31-1946,12-31-2014
23241,FR765080003.Q,U.S.-chartered depository institutions; equity capital,Q,12-31-1946,06-30-2015
23242,FR766330023.A,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential equipment, current cost basis",A,12-31-1947,12-31-1951
23243,FR766330023.Q,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential equipment, current cost basis",Q,03-31-1947,09-30-1951
23244,FR766330033.A,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential software, current cost basis",A,12-31-1947,12-31-1951
23245,FR766330033.Q,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential software, current cost basis",Q,03-31-1947,09-30-1951
23246,FR766330043.A,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential research and development, current cost basis",A,12-31-1947,12-31-1951
23247,FR766330043.Q,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential research and development, current cost basis",Q,03-31-1947,09-30-1951
23248,FR766330053.A,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1947,12-31-1951
23249,FR766330053.Q,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",Q,03-31-1947,09-30-1951
23250,FR766330063.A,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential structures, current cost basis",A,12-31-1947,12-31-1951
23251,FR766330063.Q,"U.S.-chartered depository institutions; consumption of fixed capital, nonresidential structures, current cost basis",Q,03-31-1947,09-30-1951
23252,FR783061105.A,Private depository institutions and money market mutual funds; Treasury securities; asset,A,12-31-1946,12-31-2014
23253,FR783061105.Q,Private depository institutions and money market mutual funds; Treasury securities; asset,Q,12-31-1946,06-30-2015
23254,FR783061705.A,Private depository institutions and money market mutual funds; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2014
23255,FR783061705.Q,Private depository institutions and money market mutual funds; agency- and GSE-backed securities; asset,Q,12-31-1946,06-30-2015
23256,FR783062005.A,Private depository institutions and money market mutual funds; municipal securities; asset,A,12-31-1946,12-31-2014
23257,FR783062005.Q,Private depository institutions and money market mutual funds; municipal securities; asset,Q,12-31-1946,06-30-2015
23258,FR783063005.A,Private depository institutions and money market mutual funds; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
23259,FR783063005.Q,Private depository institutions and money market mutual funds; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
23260,FR783069175.A,Private depository institutions and money market mutual funds; open market paper; asset,A,12-31-1946,12-31-2014
23261,FR783069175.Q,Private depository institutions and money market mutual funds; open market paper; asset,Q,12-31-1946,06-30-2015
23262,FR793052045.A,Financial business; net equity in life insurance and pension funds; asset (IMA),A,12-31-1946,12-31-2014
23263,FR793052045.Q,Financial business; net equity in life insurance and pension funds; asset (IMA),Q,12-31-1946,06-30-2015
23264,FR793064005.A,Financial business; corporate equities and mutual fund shares; asset,A,12-31-1946,12-31-2014
23265,FR793064005.Q,Financial business; corporate equities and mutual fund shares; asset,Q,12-31-1946,06-30-2015
23266,FR793065105.A,Financial business; home mortgages; asset,A,12-31-1946,12-31-2014
23267,FR793065105.Q,Financial business; home mortgages; asset,Q,12-31-1946,06-30-2015
23268,FR793065405.A,Financial business; multifamily residential mortgages; asset,A,12-31-1946,12-31-2014
23269,FR793065405.Q,Financial business; multifamily residential mortgages; asset,Q,12-31-1946,06-30-2015
23270,FR793065505.A,Financial business; commercial mortgages; asset,A,12-31-1946,12-31-2014
23271,FR793065505.Q,Financial business; commercial mortgages; asset,Q,12-31-1946,06-30-2015
23272,FR793065605.A,Financial business; farm mortgages; asset,A,12-31-1946,12-31-2014
23273,FR793065605.Q,Financial business; farm mortgages; asset,Q,12-31-1946,06-30-2015
23274,FR793093005.A,Financial business; unidentified miscellaneous assets,A,12-31-1946,12-31-2014
23275,FR793093005.Q,Financial business; unidentified miscellaneous assets,Q,12-31-1946,06-30-2015
23276,FR793129705.A,Financial business; checkable deposits and currency due to private domestic sectors; liability,A,12-31-1946,12-31-2014
23277,FR793129705.Q,Financial business; checkable deposits and currency due to private domestic sectors; liability,Q,12-31-1946,06-30-2015
23278,FR793164005.A,Financial business; corporate equities and mutual fund shares; liability,A,12-31-1946,12-31-2014
23279,FR793164005.Q,Financial business; corporate equities and mutual fund shares; liability,Q,12-31-1946,06-30-2015
23280,FR793164113.A,Financial business; public corporate equities (equal to total before 1996q4); liability,A,12-31-1946,12-31-2014
23281,FR793164113.Q,Financial business; public corporate equities (equal to total before 1996q4); liability,Q,12-31-1946,06-30-2015
23282,FR793193005.A,Financial business; unidentified miscellaneous liabilities,A,12-31-1946,12-31-2014
23283,FR793193005.Q,Financial business; unidentified miscellaneous liabilities,Q,12-31-1946,06-30-2015
23284,FR794004005.A,Financial business; debt securities and loans; asset,A,12-31-1946,12-31-2014
23285,FR794004005.Q,Financial business; debt securities and loans; asset,Q,12-31-1946,06-30-2015
23286,FR795013025.A,"Financial business; gross fixed investment, nonresidential equipment",A,12-31-1946,12-31-2014
23287,FR795013025.Q,"Financial business; gross fixed investment, nonresidential equipment",Q,12-31-1946,06-30-2015
23288,FR795013065.A,"Financial business; gross fixed investment, nonresidential structures",A,12-31-1952,12-31-2014
23289,FR795013065.Q,"Financial business; gross fixed investment, nonresidential structures",Q,03-31-1952,06-30-2015
23290,FR795013263.A,"Financial business; nonresidential equipment, excluding adjustment for consumer leases, current cost basis ",A,12-31-1946,12-31-2014
23291,FR795013263.Q,"Financial business; nonresidential equipment, excluding adjustment for consumer leases, current cost basis ",Q,03-31-1946,06-30-2015
23292,FR795013365.A,"Financial business; nonresidential software, current cost basis",A,12-31-1946,12-31-2014
23293,FR795013365.Q,"Financial business; nonresidential software, current cost basis",Q,12-31-1946,06-30-2015
23294,FR795013465.A,"Financial business; nonresidential research and development, current cost basis",A,12-31-1946,12-31-2014
23295,FR795013465.Q,"Financial business; nonresidential research and development, current cost basis",Q,12-31-1946,06-30-2015
23296,FR795013565.A,"Financial business; nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1946,12-31-2014
23297,FR795013565.Q,"Financial business; nonresidential entertainment, literary, and artistic originals, current cost basis",Q,12-31-1946,06-30-2015
23298,FR796330025.A,"Financial business; consumption of fixed capital, nonresidential equipment, current cost basis",A,12-31-1946,12-31-2014
23299,FR796330025.Q,"Financial business; consumption of fixed capital, nonresidential equipment, current cost basis",Q,12-31-1946,06-30-2015
23300,FR796330065.A,"Financial business; consumption of fixed capital, nonresidential structures, current cost basis",A,12-31-1952,12-31-2014
23301,FR796330065.Q,"Financial business; consumption of fixed capital, nonresidential structures, current cost basis",Q,03-31-1952,06-30-2015
23302,FR802050005.A,Other financial intermediaries except insurance companies and pension funds; federal funds and security repurchase agreements; asset,A,12-31-1946,12-31-2014
23303,FR802050005.Q,Other financial intermediaries except insurance companies and pension funds; federal funds and security repurchase agreements; asset,Q,12-31-1946,06-30-2015
23304,FR802151005.A,Other financial intermediaries except insurance companies and pension funds; security repurchase agreements; liability,A,12-31-1946,12-31-2014
23305,FR802151005.Q,Other financial intermediaries except insurance companies and pension funds; security repurchase agreements; liability,Q,12-31-1946,06-30-2015
23306,FR803061105.A,Other financial intermediaries except insurance companies and pension funds; Treasury securities; asset,A,12-31-1946,12-31-2014
23307,FR803061105.Q,Other financial intermediaries except insurance companies and pension funds; Treasury securities; asset,Q,12-31-1946,06-30-2015
23308,FR803061705.A,Other financial intermediaries except insurance companies and pension funds; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2014
23309,FR803061705.Q,Other financial intermediaries except insurance companies and pension funds; agency- and GSE-backed securities; asset,Q,12-31-1946,06-30-2015
